"Country or Area","Year","Value","Value Footnotes","Unit"
"Ireland","2004","122734","","tonnes"
"Israel","2008","318000","","tonnes"
"Israel","2007","305300","","tonnes"
"Israel","2006","316600","","tonnes"
"Israel","2005","322000","","tonnes"
"Israel","2004","297000","","tonnes"
"Israel","2003","241000","","tonnes"
"Israel","2002","248000","","tonnes"
"Israel","2001","285800","","tonnes"
"Israel","2000","238895.765625","","tonnes"
"Israel","1999","307399.25","","tonnes"
"Italy","2014","3574305","","tonnes"
"Italy","2012","3258267","","tonnes"
"Italy","2010","3106766","","tonnes"
"Italy","2008","3277345","","tonnes"
"Italy","2006","2926159","","tonnes"
"Italy","2004","2885110","","tonnes"
"Italy","1995","2708000","","tonnes"
"Jamaica","2006","8435","","tonnes"
"Jamaica","2005","10000","","tonnes"
"Jamaica","2004","10000","","tonnes"
"Jamaica","2003","10000","","tonnes"
"Jamaica","2002","10000","","tonnes"
"Jamaica","2001","10000","","tonnes"
"Jamaica","2000","10000","","tonnes"
"Jamaica","1999","10000","","tonnes"
"Jamaica","1998","10000","","tonnes"
"Jamaica","1997","10000","","tonnes"
"Jamaica","1996","10000","","tonnes"
"Japan","1999","3305000","","tonnes"
"Japan","1998","2652000","","tonnes"
"Japan","1997","2996000","","tonnes"
"Japan","1996","3165000","","tonnes"
"Japan","1995","2881000","","tonnes"
"Japan","1994","2295000","","tonnes"
"Jordan","2011","1230440.625","13","tonnes"
"Jordan","2010","61962.1015625","13","tonnes"
"Jordan","2009","108403.3984375","13","tonnes"
"Jordan","2008","1293804.375","13","tonnes"
"Jordan","2006","16120.099609375","","tonnes"
"Jordan","2005","48623.80078125","","tonnes"
"Jordan","2004","33431.8984375","","tonnes"
"Jordan","2003","73616.703125","","tonnes"
"Kyrgyzstan","2012","184.100006103516","","tonnes"
"Kyrgyzstan","2011","33003.1015625","","tonnes"
"Kyrgyzstan","2010","172.899993896484","","tonnes"
"Kyrgyzstan","2009","19342756","","tonnes"
"Kyrgyzstan","2008","3006","","tonnes"
"Kyrgyzstan","2007","7909705","","tonnes"
"Kyrgyzstan","2006","1258","","tonnes"
"Kyrgyzstan","2005","1555","","tonnes"
"Kyrgyzstan","2004","307","","tonnes"
"Kyrgyzstan","2003","5327","","tonnes"
"Kyrgyzstan","2002","39","","tonnes"
"Kyrgyzstan","2001","35","","tonnes"
"Kyrgyzstan","2000","4011426","","tonnes"
"Kyrgyzstan","1999","275","","tonnes"
"Kyrgyzstan","1998","32","","tonnes"
"Kyrgyzstan","1997","1477107","","tonnes"
"Kyrgyzstan","1996","191","","tonnes"
"Kyrgyzstan","1995","339","","tonnes"
"Latvia","2014","43375","","tonnes"
"Latvia","2012","41749","","tonnes"
"Latvia","2010","54193","","tonnes"
"Latvia","2008","67877","","tonnes"
"Latvia","2006","52242","","tonnes"
"Latvia","2004","57791","","tonnes"
"Latvia","2001","82130","","tonnes"
"Latvia","2000","92730","","tonnes"
"Latvia","1999","96210","","tonnes"
"Latvia","1998","104960","","tonnes"
"Latvia","1997","180320","","tonnes"
"Latvia","1996","0","","tonnes"
"Latvia","1995","0","","tonnes"
"Latvia","1990","0","","tonnes"
"Lebanon","2001","108218","","tonnes"
"Lebanon","1998","3945","14","tonnes"
"Lithuania","2014","55457","","tonnes"
"Lithuania","2012","70246","","tonnes"
"Lithuania","2010","48853","","tonnes"
"Lithuania","2008","19927","","tonnes"
"Lithuania","2006","28101","","tonnes"
"Lithuania","2004","38081","","tonnes"
"Lithuania","2001","109900","","tonnes"
"Lithuania","2000","111500","","tonnes"
"Lithuania","1999","0","","tonnes"
"Lithuania","1998","0","","tonnes"
"Lithuania","1997","0","","tonnes"
"Lithuania","1996","0","","tonnes"
"Lithuania","1995","0","","tonnes"
"Lithuania","1990","0","","tonnes"
"Luxembourg","2014","37843","","tonnes"
"Luxembourg","2012","1992","","tonnes"
"Luxembourg","2010","3272","","tonnes"
"Luxembourg","2008","46734","","tonnes"
"Luxembourg","2006","130189","","tonnes"
"Luxembourg","2004","34375","","tonnes"
"Luxembourg","2000","82910","","tonnes"
"Luxembourg","1999","85140","","tonnes"
"Luxembourg","1998","40130","","tonnes"
"Luxembourg","1997","42980","","tonnes"
"Madagascar","2007","45957","","tonnes"
"Malaysia","2015","592461.75","","tonnes"
"Malaysia","2014","806295.375","","tonnes"
"Malaysia","2013","783410.375","","tonnes"
"Malaysia","2012","817562.375","","tonnes"
"Malaysia","2011","1091710.5","","tonnes"
"Malaysia","2010","1040159.1875","","tonnes"
"Malaysia","2009","1705308","","tonnes"
"Malaysia","2008","1304898.75","","tonnes"
"Malaysia","2007","1138839.5","","tonnes"
"Malaysia","2006","1103457","","tonnes"
"Malaysia","2005","548916.125","","tonnes"
"Malaysia","2004","469584.0625","","tonnes"
"Malaysia","2003","460865.75","","tonnes"
"Malaysia","2002","460866.59375","","tonnes"
"Malaysia","2001","420198","","tonnes"
"Malaysia","2000","344550.34375","","tonnes"
"Malaysia","1999","540152.5","","tonnes"
"Malta","2014","439","","tonnes"
"Malta","2012","501","","tonnes"
"Malta","2010","437","","tonnes"
"Malta","2008","327","","tonnes"
"Malta","2006","0","","tonnes"
"Malta","2004","0","","tonnes"
"Martinique","2013","8795","15","tonnes"
"Martinique","2010","8525","","tonnes"
"Martinique","2008","3756","12","tonnes"
"Mauritius","2012","1198.2099609375","","tonnes"
"Mauritius","2011","1260.40002441406","","tonnes"
"Mauritius","2010","1223.66003417969","","tonnes"
"Mauritius","2009","1514.67004394531","","tonnes"
"Mauritius","2008","1216.16003417969","","tonnes"
"Mauritius","2007","1993.40002441406","","tonnes"
"Mauritius","2006","22","","tonnes"
"Mauritius","2005","107","","tonnes"
"Mauritius","2004","48","","tonnes"
"Mauritius","2003","71","","tonnes"
"Mexico","2000","3886000","16","tonnes"
"Mexico","1999","3415000","17","tonnes"
"Mexico","1996","2300000","18","tonnes"
"Monaco","2015","284.540008544922","","tonnes"
"Monaco","2014","268.5","","tonnes"
"Monaco","2013","261.739990234375","","tonnes"
"Monaco","2012","0","","tonnes"
"Monaco","2011","0","","tonnes"
"Monaco","2010","0","","tonnes"
"Monaco","2009","0","","tonnes"
"Monaco","2008","0","","tonnes"
"Monaco","2007","0","","tonnes"
"Monaco","2006","0","","tonnes"
"Monaco","2005","0","","tonnes"
"Monaco","2004","0","","tonnes"
"Monaco","2003","0","","tonnes"
"Monaco","2002","0","","tonnes"
"Monaco","2001","0","","tonnes"
"Monaco","2000","0","","tonnes"
"Monaco","1999","0","","tonnes"
"Monaco","1998","0","","tonnes"
"Monaco","1997","0","","tonnes"
"Monaco","1996","0","","tonnes"
"Monaco","1995","0","","tonnes"
"Monaco","1990","0","","tonnes"
"Netherlands","2014","4471926","","tonnes"
"Netherlands","2012","4456188","","tonnes"
"Netherlands","2010","3798514","","tonnes"
"Netherlands","2008","4032092","","tonnes"
"Netherlands","2006","4595694","","tonnes"
"Netherlands","2004","1810306","","tonnes"
"Niger","2005","554000","","tonnes"
"Niger","2004","503000","","tonnes"
"Norway","2014","1566241","","tonnes"
"Norway","2012","1013027","","tonnes"
"Norway","2010","1560099","","tonnes"
"Norway","2008","1337680","","tonnes"
"Norway","2006","1256645","","tonnes"
"Norway","2004","1010921","","tonnes"
"Norway","1999","637000","","tonnes"
"Norway","1998","724100","","tonnes"
"Norway","1997","586700","","tonnes"
"Norway","1996","612800","","tonnes"
"Norway","1995","621700","","tonnes"
"Panama","2011","3094.69995117188","","tonnes"
"Panama","2010","3037.10009765625","","tonnes"
"Panama","2009","2338.30004882813","","tonnes"
"Panama","2008","1682.91003417969","","tonnes"
"Panama","2007","1181.86999511719","","tonnes"
"Panama","2006","1775.17004394531","","tonnes"
"Panama","2005","1547.10998535156","","tonnes"
"Panama","2004","1509.92004394531","","tonnes"
"Panama","2003","1689.53002929688","","tonnes"
"Panama","2002","1363.67004394531","","tonnes"
"Panama","2001","763.570007324219","","tonnes"
"Panama","2000","281.410003662109","","tonnes"
"Panama","1999","290.5","","tonnes"
"Panama","1995","217.933242797852","","tonnes"
"Panama","1990","173.172698974609","","tonnes"
"Philippines","2015","1229633.5","","tonnes"
"Philippines","2014","913597.8125","","tonnes"
"Philippines","2013","6616669.5","","tonnes"
"Philippines","2012","1894845","","tonnes"
"Philippines","2011","6223840","","tonnes"
"Philippines","2010","548094","","tonnes"
"Philippines","2009","2807165","","tonnes"
"Philippines","2007","1080643","","tonnes"
"Philippines","2006","11809898","","tonnes"
"Philippines","2005","10665520","","tonnes"
"Philippines","2004","786099","","tonnes"
"Philippines","2003","2308258","","tonnes"
"Philippines","2002","328382","","tonnes"
"Philippines","2001","24722.19921875","","tonnes"
"Philippines","2000","308157","","tonnes"
"Poland","2014","1876577","","tonnes"
"Poland","2012","1434985","","tonnes"
"Poland","2010","1577966","","tonnes"
"Poland","2008","1624573","","tonnes"
"Poland","2006","2277779","","tonnes"
"Poland","2004","1575748","","tonnes"
"Poland","2001","1308000","","tonnes"
"Poland","2000","1601000","","tonnes"
"Poland","1999","1134000","","tonnes"
"Poland","1998","0","","tonnes"
"Poland","1997","0","","tonnes"
"Poland","1996","0","","tonnes"
"Poland","1995","0","","tonnes"
"Poland","1990","0","","tonnes"
"Portugal","2014","414768","","tonnes"
"Portugal","2012","193394","","tonnes"
"Portugal","2010","310104","","tonnes"
"Portugal","2008","289216","","tonnes"
"Portugal","2006","3363875","","tonnes"
"Portugal","2004","1898715","","tonnes"
"Republic of Korea","2001","2872000","","tonnes"
"Republic of Korea","2000","2796000","","tonnes"
"Republic of Korea","1999","2749000","","tonnes"
"Republic of Korea","1998","1361000","","tonnes"
"Republic of Korea","1997","2218000","","tonnes"
"Republic of Korea","1996","1910000","","tonnes"
"Republic of Korea","1995","1624000","","tonnes"
"Republic of Moldova","2012","734","","tonnes"
"Republic of Moldova","2011","1006","","tonnes"
"Republic of Moldova","2010","806","","tonnes"
"Republic of Moldova","2009","1376","","tonnes"
"Republic of Moldova","2008","1243","","tonnes"
"Republic of Moldova","2007","2326","","tonnes"
"Republic of Moldova","2006","1317","","tonnes"
"Republic of Moldova","2005","571","","tonnes"
"Republic of Moldova","2004","2068","","tonnes"
"Republic of Moldova","2003","3561","","tonnes"
"Republic of Moldova","2002","3001","","tonnes"
"Republic of Moldova","2001","1339","","tonnes"
"Republic of Moldova","2000","1959","","tonnes"
"Republic of Moldova","1999","1583","","tonnes"
"Republic of Moldova","1998","1821","","tonnes"
"Republic of Moldova","1997","1497","","tonnes"
"Republic of Moldova","1996","1493","","tonnes"
"Republic of Moldova","1995","1513","","tonnes"
"Republic of Moldova","1990","70969","","tonnes"
"Réunion","2013","6636","11","tonnes"
"Réunion","2000","9786","","tonnes"
"Réunion","1997","7760","","tonnes"
"Romania","2012","521195","","tonnes"
"Romania","2010","264045","","tonnes"
"Romania","2008","259924","","tonnes"
"Romania","2006","867602","","tonnes"
"Romania","2004","1697100","","tonnes"
"Romania","2000","896700","","tonnes"
"Romania","1999","2174000","","tonnes"
"Romania","1998","2299000","","tonnes"
"Romania","1997","2757000","","tonnes"
"Romania","1996","3203000","","tonnes"
"Romania","1995","5710000","","tonnes"
"Saint Lucia","2015","2371","","tonnes"
"Saint Lucia","2014","2342","","tonnes"
"Saint Lucia","2013","1354","","tonnes"
"Saint Lucia","2012","63","","tonnes"
"Saint Lucia","2011","70","","tonnes"
"Saint Lucia","2010","146","","tonnes"
"Saint Lucia","2009","175","","tonnes"
"Saint Lucia","2008","64","","tonnes"
"Saint Lucia","2007","90","","tonnes"
"Saint Lucia","2006","115","","tonnes"
"Saint Lucia","2005","48","","tonnes"
"Saint Lucia","2004","173","","tonnes"
"Saint Vincent and the Grenadines","2002","0.150000005960464","","tonnes"
"Senegal","1999","81957","","tonnes"
"Serbia","2015","16558589","","tonnes"
"Serbia","2014","13493549","","tonnes"
"Serbia","2013","16560253","","tonnes"
"Serbia","2012","14429107","","tonnes"
"Serbia","2011","12801404","","tonnes"
"Serbia","2010","11181849","","tonnes"
"Serbia","2009","10070112","","tonnes"
"Serbia","2008","8392001","","tonnes"
"Slovakia","2014","202711","","tonnes"
"Slovakia","2012","199393","","tonnes"
"Slovakia","2010","223808","","tonnes"
"Slovakia","2008","355772","","tonnes"
"Slovakia","2006","367801","","tonnes"
"Slovakia","2004","439390","","tonnes"
"Slovenia","2014","91696","","tonnes"
"Slovenia","2012","75111","","tonnes"
"Slovenia","2010","100898","","tonnes"
"Slovenia","2008","116326","","tonnes"
"Slovenia","2006","87308","","tonnes"
"Slovenia","2004","99042","","tonnes"
"Slovenia","1998","57200","","tonnes"
"Slovenia","1995","199000","","tonnes"
"Spain","2014","2303488","","tonnes"
"Spain","2012","2420583","","tonnes"
"Spain","2010","2743636","","tonnes"
"Spain","2008","3362069","","tonnes"
"Spain","2006","3722628","","tonnes"
"Spain","2004","3667222","","tonnes"
"State of Palestine","2014","4572","19","tonnes"
"State of Palestine","2012","4512","19","tonnes"
"State of Palestine","2010","4080","19","tonnes"
"State of Palestine","2009","14422.7998046875","19","tonnes"
"State of Palestine","2008","11886","19","tonnes"
"State of Palestine","2007","8466","19,20","tonnes"
"State of Palestine","2006","5113.2001953125","19","tonnes"
"State of Palestine","2005","5674.7998046875","19","tonnes"
"State of Palestine","2004","4570.7998046875","19","tonnes"
"State of Palestine","2003","6151.2001953125","19","tonnes"
"State of Palestine","2000","5016","21","tonnes"
"Sweden","2014","1092814","","tonnes"
"Sweden","2012","1123393","","tonnes"
"Sweden","2010","769746","","tonnes"
"Sweden","2008","996222","","tonnes"
"Sweden","2006","653046","","tonnes"
"Sweden","2004","1167606","","tonnes"
"Sweden","1998","801000","","tonnes"
"Switzerland","1998","940000","","tonnes"
"Switzerland","1997","847000","","tonnes"
"Switzerland","1996","764000","","tonnes"
"Switzerland","1995","738000","","tonnes"
"Syrian Arab Republic","2003","46","","tonnes"
"The former Yugoslav Republic of Macedonia","2014","71.995002746582","22","tonnes"
"The former Yugoslav Republic of Macedonia","2012","686015.9375","","tonnes"
"The former Yugoslav Republic of Macedonia","2010","729896.6875","","tonnes"
"The former Yugoslav Republic of Macedonia","2008","6201.60009765625","","tonnes"
"Tunisia","2002","150200","","tonnes"
"Tunisia","2001","151000","","tonnes"
"Turkey","2014","6487595","","tonnes"
"Turkey","2012","3571001","","tonnes"
"Turkey","2010","3193647","","tonnes"
"Turkey","2008","1163682","","tonnes"
"Turkey","2006","64704","","tonnes"
"Turkey","2004","1230874","","tonnes"
"Ukraine","2009","1175756.25","","tonnes"
"Ukraine","2008","2022268.375","","tonnes"
"Ukraine","2007","2062766.125","","tonnes"
"Ukraine","2006","1968905.5","","tonnes"
"Ukraine","2005","1885094.875","","tonnes"
"Ukraine","2004","1956226.875","","tonnes"
"Ukraine","2003","2124031.5","","tonnes"
"Ukraine","2002","2436570.75","","tonnes"
"Ukraine","2001","2944206.75","","tonnes"
"Ukraine","2000","2150033.25","","tonnes"
"Ukraine","1999","2038508.5","","tonnes"
"Ukraine","1998","2365007.5","","tonnes"
"Ukraine","1997","3242960.75","","tonnes"
"Ukraine","1996","3050890.75","","tonnes"
"Ukraine","1995","3396433.25","","tonnes"
"United Arab Emirates","2015","309029.40625","","tonnes"
"United Arab Emirates","2014","358893.46875","","tonnes"
"United Arab Emirates","2013","304699.25","","tonnes"
"United Arab Emirates","2012","341423.15625","","tonnes"
"United Arab Emirates","2011","343974.28125","","tonnes"
"United Arab Emirates","2010","324553","","tonnes"
"United Arab Emirates","2009","284332","","tonnes"
"United Kingdom of Great Britain and Northern Ireland","2014","2762524","","tonnes"
"United Kingdom of Great Britain and Northern Ireland","2012","2672513","","tonnes"
"United Kingdom of Great Britain and Northern Ireland","2010","1894735","","tonnes"
"United Kingdom of Great Britain and Northern Ireland","2008","3313993","","tonnes"
"United Kingdom of Great Britain and Northern Ireland","2006","3425653","","tonnes"
"United Kingdom of Great Britain and Northern Ireland","2004","4734457","","tonnes"
"United States of America","2001","41211000","23,24","tonnes"
"United States of America","1999","23868000","24","tonnes"
"United States of America","1997","34222000","25,24","tonnes"
"United States of America","1995","188944000","24","tonnes"
"United States of America","1991","267114000","24","tonnes"
"Zambia","2005","80000","","tonnes"
"Zambia","2000","49800","","tonnes"
"Zimbabwe","2012","37346","26","tonnes"
"Zimbabwe","2011","47023","26","tonnes"
"Zimbabwe","2010","45536","26","tonnes"
"Zimbabwe","2009","40975","26","tonnes"
"Zimbabwe","2008","20268","26","tonnes"
"Zimbabwe","2007","25099","26","tonnes"
"Zimbabwe","2006","24368","26","tonnes"
"Zimbabwe","2005","23184","26","tonnes"
"Zimbabwe","2004","21924","26","tonnes"
"Zimbabwe","2003","19303","26","tonnes"
"Zimbabwe","2002","20532","26","tonnes"
"Zimbabwe","2001","22212.19921875","26","tonnes"
"Zimbabwe","2000","21640.30078125","26","tonnes"

"fnSeqID","Footnote"
