"Country or Area","Year","Value","Value Footnotes","Unit"
"Malaysia","2001","123670","7","tonnes"
"Malaysia","2000","120570.9609375","7","tonnes"
"Malta","2014","0","","tonnes"
"Malta","2012","0","","tonnes"
"Malta","2010","73","","tonnes"
"Martinique","2013","5690","","tonnes"
"Martinique","2010","3415","","tonnes"
"Martinique","2008","990","6","tonnes"
"Mauritius","2012","944.109985351563","8","tonnes"
"Mauritius","2011","1027.97998046875","8","tonnes"
"Mauritius","2010","1005.32000732422","8","tonnes"
"Mauritius","2009","1275.44995117188","8","tonnes"
"Mauritius","2008","974.679992675781","8","tonnes"
"Mauritius","2007","1693","8","tonnes"
"Mexico","2002","811000","","tonnes"
"Mexico","2001","132000","","tonnes"
"Mexico","2000","86000","9","tonnes"
"Mexico","1999","1583000","10","tonnes"
"Monaco","2015","0","","tonnes"
"Monaco","2014","0","","tonnes"
"Monaco","2013","0","","tonnes"
"Monaco","2012","0","","tonnes"
"Monaco","2011","0","","tonnes"
"Monaco","2010","0","","tonnes"
"Monaco","2009","0","","tonnes"
"Monaco","2008","0","","tonnes"
"Monaco","2007","0","","tonnes"
"Monaco","2006","0","","tonnes"
"Monaco","2005","0","","tonnes"
"Monaco","2004","0","","tonnes"
"Monaco","2003","0","","tonnes"
"Monaco","2002","0","","tonnes"
"Monaco","2001","0","","tonnes"
"Monaco","2000","0","","tonnes"
"Monaco","1999","0","","tonnes"
"Monaco","1998","0","","tonnes"
"Monaco","1997","0","","tonnes"
"Monaco","1996","0","","tonnes"
"Monaco","1995","0","","tonnes"
"Monaco","1990","0","","tonnes"
"Morocco","2008","55144","","tonnes"
"Netherlands","2014","2490983","","tonnes"
"Netherlands","2012","2575789","","tonnes"
"Netherlands","2010","2289126","","tonnes"
"New Zealand","1997","135000","2","tonnes"
"Niger","2005","0","","tonnes"
"Niger","2004","0","","tonnes"
"Norway","2014","425710","","tonnes"
"Norway","2012","208234","","tonnes"
"Norway","2010","574162","","tonnes"
"Philippines","2015","1229633.5","","tonnes"
"Philippines","2014","913597.8125","","tonnes"
"Philippines","2013","6616669.5","","tonnes"
"Philippines","2012","401064","","tonnes"
"Philippines","2011","4595184","","tonnes"
"Philippines","2010","254485","","tonnes"
"Philippines","2009","2109772","","tonnes"
"Philippines","2008","259076912","","tonnes"
"Philippines","2007","303077","","tonnes"
"Philippines","2006","1473130","","tonnes"
"Philippines","2005","1095339","","tonnes"
"Philippines","2000","69555","11","tonnes"
"Philippines","1995","69555","11","tonnes"
"Poland","2014","1492430","","tonnes"
"Poland","2012","1158065","","tonnes"
"Poland","2010","1117841","","tonnes"
"Poland","2000","0","","tonnes"
"Poland","1999","0","","tonnes"
"Poland","1998","0","","tonnes"
"Poland","1997","0","","tonnes"
"Poland","1996","0","","tonnes"
"Poland","1995","0","","tonnes"
"Poland","1990","0","","tonnes"
"Portugal","2014","365002","","tonnes"
"Portugal","2012","126165","","tonnes"
"Portugal","2010","149491","","tonnes"
"Republic of Korea","2001","1471000","2","tonnes"
"Republic of Korea","2000","1400000","2","tonnes"
"Republic of Korea","1999","1372000","2","tonnes"
"Republic of Korea","1998","1030000","2","tonnes"
"Republic of Korea","1997","1135000","2","tonnes"
"Republic of Korea","1996","888000","2","tonnes"
"Republic of Korea","1995","781000","2","tonnes"
"Republic of Moldova","2012","571","12","tonnes"
"Republic of Moldova","2011","874","12","tonnes"
"Republic of Moldova","2010","593","12","tonnes"
"Republic of Moldova","2009","594","12","tonnes"
"Republic of Moldova","2008","799","12","tonnes"
"Republic of Moldova","2007","1478","12","tonnes"
"Republic of Moldova","2006","780","12","tonnes"
"Republic of Moldova","2005","271","12","tonnes"
"Republic of Moldova","2004","576","12","tonnes"
"Republic of Moldova","2003","601","12","tonnes"
"Republic of Moldova","2002","1108","12","tonnes"
"Republic of Moldova","2001","652","12","tonnes"
"Republic of Moldova","2000","1083","12","tonnes"
"Republic of Moldova","1999","477","12","tonnes"
"Republic of Moldova","1998","823","12","tonnes"
"Republic of Moldova","1997","299","12","tonnes"
"Republic of Moldova","1996","381","12","tonnes"
"Republic of Moldova","1995","169","12","tonnes"
"Republic of Moldova","1990","11399","12","tonnes"
"Réunion","2013","4860","","tonnes"
"Réunion","2000","78","","tonnes"
"Réunion","1997","0","","tonnes"
"Romania","2012","115664","","tonnes"
"Romania","2010","71497","","tonnes"
"Romania","2000","143600","","tonnes"
"Romania","1999","411000","","tonnes"
"Romania","1998","339500","","tonnes"
"Romania","1997","568000","","tonnes"
"Romania","1996","275000","","tonnes"
"Romania","1995","244000","","tonnes"
"Russian Federation","2012","91754336","13","tonnes"
"Russian Federation","2011","96765408","13","tonnes"
"Russian Federation","2010","83481344","13","tonnes"
"Russian Federation","2009","102961088","13","tonnes"
"Russian Federation","2008","89089072","13","tonnes"
"Russian Federation","2007","105552304","13","tonnes"
"Russian Federation","2006","95996536","13","tonnes"
"Russian Federation","2005","71982888","13","tonnes"
"Russian Federation","2004","75552800","13","tonnes"
"Russian Federation","2003","111437552","13","tonnes"
"Saint Lucia","2015","2291","","tonnes"
"Saint Lucia","2014","2302","","tonnes"
"Saint Lucia","2013","1303","","tonnes"
"Saint Lucia","2012","0","","tonnes"
"Saint Lucia","2011","0","","tonnes"
"Saint Lucia","2010","0","","tonnes"
"Saint Lucia","2009","0","","tonnes"
"Saint Lucia","2008","0","","tonnes"
"Saint Lucia","2007","0","","tonnes"
"Saint Lucia","2006","0","","tonnes"
"Saint Lucia","2005","0","","tonnes"
"Saint Lucia","2004","0","","tonnes"
"Saint Vincent and the Grenadines","2002","0","","tonnes"
"Serbia","2015","52796","","tonnes"
"Serbia","2014","56251","","tonnes"
"Serbia","2013","31303","","tonnes"
"Serbia","2012","42127","","tonnes"
"Serbia","2011","90026","","tonnes"
"Serbia","2010","99559","","tonnes"
"Serbia","2009","106176","","tonnes"
"Serbia","2008","134405","","tonnes"
"Slovakia","2014","42712","","tonnes"
"Slovakia","2012","40196","","tonnes"
"Slovakia","2010","31131","","tonnes"
"Slovakia","1998","158000","","tonnes"
"Slovenia","2014","69613","","tonnes"
"Slovenia","2012","48005","","tonnes"
"Slovenia","2010","45643","","tonnes"
"South Africa","2011","85054","14","tonnes"
"South Africa","2009","69441","15","tonnes"
"South Africa","2008","9033.599609375","16","tonnes"
"South Africa","2007","7285","17","tonnes"
"South Africa","2006","6079.60009765625","18","tonnes"
"Spain","2014","1704540","","tonnes"
"Spain","2012","1612927","","tonnes"
"Spain","2010","1618549","","tonnes"
"Spain","2000","982030","","tonnes"
"Spain","1996","1197350","","tonnes"
"State of Palestine","2014","0","","tonnes"
"State of Palestine","2012","0","","tonnes"
"State of Palestine","2010","0","","tonnes"
"State of Palestine","2009","0","","tonnes"
"State of Palestine","2008","0","","tonnes"
"State of Palestine","2007","0","","tonnes"
"State of Palestine","2006","0","","tonnes"
"State of Palestine","2005","0","","tonnes"
"State of Palestine","2004","0","","tonnes"
"State of Palestine","2003","0","","tonnes"
"Sweden","2014","411036","","tonnes"
"Sweden","2012","454933","","tonnes"
"Sweden","2010","245358","","tonnes"
"Thailand","1996","153818","","tonnes"
"The former Yugoslav Republic of Macedonia","2012","4900.4599609375","","tonnes"
"The former Yugoslav Republic of Macedonia","2010","3842","","tonnes"
"The former Yugoslav Republic of Macedonia","2008","3488.330078125","","tonnes"
"Tunisia","2001","14000","19","tonnes"
"Tunisia","2000","14000","19","tonnes"
"Tunisia","1994","12000","19","tonnes"
"Tunisia","1990","12000","19","tonnes"
"Turkey","2014","437731","","tonnes"
"Turkey","2012","555754","","tonnes"
"Turkey","2010","200627","","tonnes"
"Turkey","1997","24050","","tonnes"
"Turkey","1996","11430","","tonnes"
"Turkey","1995","3700","","tonnes"
"Ukraine","2009","794406.625","","tonnes"
"Ukraine","2008","894834.375","","tonnes"
"Ukraine","2007","995424.3125","","tonnes"
"Ukraine","2006","789994","","tonnes"
"Ukraine","2005","811305","","tonnes"
"Ukraine","2004","689364.8125","","tonnes"
"Ukraine","2003","802010.375","","tonnes"
"Ukraine","2002","1310756.875","","tonnes"
"Ukraine","2001","2170048","","tonnes"
"Ukraine","2000","1280924.25","","tonnes"
"Ukraine","1999","1070461.25","","tonnes"
"Ukraine","1998","1497810.25","","tonnes"
"Ukraine","1997","1559630","","tonnes"
"Ukraine","1996","1357802.25","","tonnes"
"Ukraine","1995","1576898.25","","tonnes"
"United Arab Emirates","2015","37124.046875","","tonnes"
"United Arab Emirates","2014","52971.6484375","20","tonnes"
"United Arab Emirates","2013","10515","20","tonnes"
"United Arab Emirates","2012","0","20","tonnes"
"United Arab Emirates","2011","0","","tonnes"
"United Arab Emirates","2010","0","","tonnes"
"United Kingdom of Great Britain and Northern Ireland","2014","1540758","","tonnes"
"United Kingdom of Great Britain and Northern Ireland","2012","1280112","","tonnes"
"United Kingdom of Great Britain and Northern Ireland","2010","284211","","tonnes"
"United Kingdom of Great Britain and Northern Ireland","1999","988700","","tonnes"
"United Kingdom of Great Britain and Northern Ireland","1998","507150","","tonnes"
"United States of America","2001","5023000","2","tonnes"
"United States of America","1999","3521000","2","tonnes"
"United States of America","1997","4808000","2","tonnes"
"United States of America","1995","5211000","2","tonnes"
"United States of America","1991","7252000","2","tonnes"
"Zambia","2005","25000","21","tonnes"
"Zambia","2000","10000","21","tonnes"
"Zimbabwe","2012","0","22","tonnes"
"Zimbabwe","2011","0","22","tonnes"
"Zimbabwe","2010","0","22","tonnes"
"Zimbabwe","2009","0","22","tonnes"
"Zimbabwe","2008","0","22","tonnes"
"Zimbabwe","2007","0","22","tonnes"
"Zimbabwe","2005","0","22","tonnes"
"Zimbabwe","2004","0","22","tonnes"
"Zimbabwe","2003","0","22","tonnes"
"Zimbabwe","2002","0","22","tonnes"
"Zimbabwe","2001","0","22","tonnes"
"Zimbabwe","2000","0","22","tonnes"
"Zimbabwe","1999","0","22","tonnes"
"Zimbabwe","1995","0","22","tonnes"
"Zimbabwe","1990","0","22","tonnes"

"fnSeqID","Footnote"
"1","Includes previously stored waste."
"2","Data refer to recovery operations, which include incineration with energy recovery, recycling, composing and other recovery operations."
"3","Waste oil recycled at a private treatment facility and waste exported (and recycled abroad)."
"4","This information is updated and calculated based on the information provided by the Regional and/or local Environmental Authorities of the country, from Chapter III of the Register of Hazardous Waste Generators, as of October 31, 2013 (closing date for the generation information for the National Report on Generation and Management of Hazardous Waste in Colombia - Year 2012). The percentages of transmission to the closing date are: Year 2007: reports filled out by generators 1,715, reports transmitted by the Environmental Authorities 1,573, transmission of 91.7%; Year 2008: reports filled out by 5,325 generators, reports transmitted by the Environmental Authorities 4,949, transmission of 92.9%; Year 2009: reports filled out by 7,526 generators, reports transmitted by the Environmental Authorities 6,973,  transmission92.7%;  Year 2010: reports filled out by ge …."
"5","It should be clarified that only those establishments categorized as major generators of hazardous waste (generating more than 1,000 kilograms per month) submitted reports for the 2007 accounting period."
"6","Partial total."
"7","Data collected from Local Off-site Recovery Facilities."
"8","Data refer to used oil. Figures are based on the inventory of hazardous wastes report (2012)."
"9","Data are based on survey, which covered 27280 enterprises."
"10","Data are based on survey, which covered 12514 enterprises."
"11","Recycled and/or rescued hazardous waste on/off site facilities, based on the study on Hazardous Waste Management in the Philippines by Japan International Cooperation Agency (JICA)."
"12","Comsumed waste."
"13","Data on volume of salvaged and detoxified waste."
"14","2011 National Waste Information Baseline Study"
"15","2009 waste recycling data sourced from 2 provinces ( KZN and Eastern Cape) ; 4 municipalities, 6 facilities."
"16","2008 waste recycling data sourced from 3 provinces ( Mpumalanga, KZN and Eastern Cape),  4 municipalities , 6 facilities."
"17","2007 waste recycling data sourced from 3 provinces ( Mpumalanga, KZN and Eastern Cape) ; 4 municipalities, 6 facilities."
"18","2006 waste recycling data sourced from 3 provinces ( Mpuamalanga, KZN and Eastern Cape) ; 4 municipalities ; 8 facilities."
"19","Regeneration of used lubricanting oils. Source: SOTULUB."
"20","Different recovery methods (recycling within the processing facility, selling to processing companies or other methods of recovery for recycling)"
"21","Waste oil used as fuel in boilers and furnaces."
"22","Data refer to city of Harare."
